,AIRPORTS,MONTH,YEAR,PAX,MOVEMENTS,CARGO (KG)
2172,LANZAROTE-CESAR MANRIQUE,9,2013,452314,3602,206874
2173,LEON,9,2013,2087,230,0
2174,LOGROÑO,9,2013,1174,127,0
2175,MADRID-CUATRO VIENTOS,9,2013,173,3304,0
2176,MADRID-TORREJON,9,2013,0,0,0
2177,MALAGA-COSTA DEL SOL,9,2013,1415391,10292,226060
2178,MELILLA,9,2013,25442,687,13552
2179,MENORCA,9,2013,380609,3044,149506
2180,MURCIA-SAN JAVIER,9,2013,144513,1124,0
2181,PALMA DE MALLORCA,9,2013,3015123,20407,1040708
2182,PAMPLONA,9,2013,14266,513,4
2183,REUS,9,2013,133000,1840,0
2184,SABADELL,9,2013,285,2315,0
2185,SALAMANCA,9,2013,1196,596,0
2186,SAN SEBASTIAN,9,2013,23851,530,1164
2187,SANTIAGO-ROSALIA DE CASTRO,9,2013,188073,1753,169854
2188,SEVE BALLESTEROS-SANTANDER,9,2013,101850,1216,0
2189,SEVILLA,9,2013,331663,3551,405101
2190,SON BONET,9,2013,350,1038,0
2191,TENERIFE NORTE-C. LA LAGUNA,9,2013,303438,4042,1065495
2192,TENERIFE SUR,9,2013,628238,3873,240045
2193,VALENCIA,9,2013,449960,5116,915629
2194,VALLADOLID,9,2013,22195,491,548
2195,VIGO,9,2013,61621,968,37908
2196,VITORIA,9,2013,239,429,3031742
2197,ZARAGOZA,9,2013,38231,592,7411772
2198,A CORUÑA,10,2013,80950,1209,337
2199,ADOLFO SUAREZ MADRID-BARAJAS,10,2013,3490406,29168,32872212
2200,ALBACETE,10,2013,201,70,0
2201,ALICANTE-ELCHE,10,2013,931260,6502,242862
2202,ALMERIA,10,2013,64848,976,1044
2203,ASTURIAS,10,2013,78697,870,15694
2204,BADAJOZ,10,2013,4148,166,0
2205,BARCELONA-EL PRAT J.T.,10,2013,3119185,24087,9860412
2206,BILBAO,10,2013,326988,3555,243567
2207,BURGOS,10,2013,1409,165,0
2208,CEUTA-HELIPUERTO,10,2013,29,8,0
2209,CORDOBA,10,2013,619,530,0
2210,EL HIERRO,10,2013,12026,314,9597
2211,FGL GRANADA-JAEN,10,2013,52842,972,1349
2212,FUERTEVENTURA,10,2013,397362,3233,90430
2213,GIRONA-COSTA BRAVA,10,2013,284179,2833,280
2214,GRAN CANARIA,10,2013,852358,8365,1583480
2215,HUESCA-PIRINEOS,10,2013,25,68,0
2216,IBIZA,10,2013,415364,4213,174370
2217,JEREZ DE LA FRONTERA,10,2013,85890,3791,0
2218,LA GOMERA,10,2013,2467,160,16
2219,LA PALMA,10,2013,64342,1098,44157
2220,LANZAROTE-CESAR MANRIQUE,10,2013,489399,3940,183131
2221,LEON,10,2013,2230,104,0
2222,LOGROÑO,10,2013,1184,108,0
2223,MADRID-CUATRO VIENTOS,10,2013,177,3049,0
2224,MADRID-TORREJON,10,2013,0,0,0
2225,MALAGA-COSTA DEL SOL,10,2013,1277961,9673,218892
2226,MELILLA,10,2013,25880,703,13988
2227,MENORCA,10,2013,153526,1682,140315
2228,MURCIA-SAN JAVIER,10,2013,125231,1087,0
2229,PALMA DE MALLORCA,10,2013,2232917,16435,1092472
2230,PAMPLONA,10,2013,11772,502,578
2231,REUS,10,2013,89263,1607,0
2232,SABADELL,10,2013,230,2579,0
2233,SALAMANCA,10,2013,1222,650,0
2234,SAN SEBASTIAN,10,2013,23763,568,1044
2235,SANTIAGO-ROSALIA DE CASTRO,10,2013,170331,1473,197934
2236,SEVE BALLESTEROS-SANTANDER,10,2013,95213,1151,0
2237,SEVILLA,10,2013,330847,3699,478072
2238,SON BONET,10,2013,291,860,0
2239,TENERIFE NORTE-C. LA LAGUNA,10,2013,297666,4189,1192153
2240,TENERIFE SUR,10,2013,755453,4797,307872
2241,VALENCIA,10,2013,419226,5160,1175834
2242,VALLADOLID,10,2013,27052,485,544
2243,VIGO,10,2013,58668,869,48451
2244,VITORIA,10,2013,3828,517,3679446
2245,ZARAGOZA,10,2013,32105,644,7670854
2246,A CORUÑA,11,2013,80013,1192,1662
2247,ADOLFO SUAREZ MADRID-BARAJAS,11,2013,2983383,26481,32407282
2248,ALBACETE,11,2013,118,56,0
2249,ALICANTE-ELCHE,11,2013,592401,4463,235549
2250,ALMERIA,11,2013,32522,670,1315
2251,ASTURIAS,11,2013,74197,869,3972
2252,BADAJOZ,11,2013,4923,186,0
2253,BARCELONA-EL PRAT J.T.,11,2013,2383090,19702,9249810
2254,BILBAO,11,2013,280616,3133,227825
2255,BURGOS,11,2013,1079,114,0
2256,CEUTA-HELIPUERTO,11,2013,86,22,0
2257,CORDOBA,11,2013,632,467,0
2258,EL HIERRO,11,2013,11382,280,7986
2259,FGL GRANADA-JAEN,11,2013,48280,806,1935
2260,FUERTEVENTURA,11,2013,375147,3144,96015
2261,GIRONA-COSTA BRAVA,11,2013,91830,1223,18484
2262,GRAN CANARIA,11,2013,993014,9344,1560090
2263,HUESCA-PIRINEOS,11,2013,5,57,0
2264,IBIZA,11,2013,112282,1510,123385
2265,JEREZ DE LA FRONTERA,11,2013,42690,3027,30
2266,LA GOMERA,11,2013,1960,132,73
2267,LA PALMA,11,2013,71536,1101,45908
2268,LANZAROTE-CESAR MANRIQUE,11,2013,473529,3925,165720
2269,LEON,11,2013,1424,131,0
2270,LOGROÑO,11,2013,920,119,0
2271,MADRID-CUATRO VIENTOS,11,2013,140,2768,0
2272,MADRID-TORREJON,11,2013,0,0,0
2273,MALAGA-COSTA DEL SOL,11,2013,723079,6416,217784
2274,MELILLA,11,2013,23401,628,11823
2275,MENORCA,11,2013,61062,977,138840
2276,MURCIA-SAN JAVIER,11,2013,39836,440,0
2277,PALMA DE MALLORCA,11,2013,703218,6735,871448
2278,PAMPLONA,11,2013,10981,353,39
2279,REUS,11,2013,16525,889,0
2280,SABADELL,11,2013,181,2058,0
2281,SALAMANCA,11,2013,1192,465,0
2282,SAN SEBASTIAN,11,2013,20174,413,14298
2283,SANTIAGO-ROSALIA DE CASTRO,11,2013,135021,1312,165057
2284,SEVE BALLESTEROS-SANTANDER,11,2013,52031,620,0
2285,SEVILLA,11,2013,259602,3284,443401
2286,SON BONET,11,2013,87,444,0
2287,TENERIFE NORTE-C. LA LAGUNA,11,2013,285817,4126,1144336
2288,TENERIFE SUR,11,2013,837596,5628,332058
2289,VALENCIA,11,2013,297032,4125,970425
2290,VALLADOLID,11,2013,15727,328,756
2291,VIGO,11,2013,49025,819,31764
2292,VITORIA,11,2013,144,441,3281313
2293,ZARAGOZA,11,2013,31734,568,6703291
2294,A CORUÑA,12,2013,76906,1139,1999
2295,ADOLFO SUAREZ MADRID-BARAJAS,12,2013,3046987,26080,33809570
2296,ALBACETE,12,2013,99,37,0
2297,ALICANTE-ELCHE,12,2013,496630,4032,228942
2298,ALMERIA,12,2013,27737,607,398
2299,ASTURIAS,12,2013,80548,951,6641
2300,BADAJOZ,12,2013,4037,158,0
2301,BARCELONA-EL PRAT J.T.,12,2013,2307667,19236,8960716
2302,BILBAO,12,2013,266920,3103,225047
2303,BURGOS,12,2013,1244,144,0
2304,CEUTA-HELIPUERTO,12,2013,49,15,0
2305,CORDOBA,12,2013,541,423,0
2306,EL HIERRO,12,2013,12042,306,8255
2307,FGL GRANADA-JAEN,12,2013,52854,786,631
2308,FUERTEVENTURA,12,2013,349603,3136,101160
2309,GIRONA-COSTA BRAVA,12,2013,66355,970,4550
2310,GRAN CANARIA,12,2013,979762,9458,1829242
2311,HUESCA-PIRINEOS,12,2013,5,45,0
2312,IBIZA,12,2013,108235,1467,115308
2313,JEREZ DE LA FRONTERA,12,2013,30078,2314,0
2314,LA GOMERA,12,2013,2061,122,17
2315,LA PALMA,12,2013,73049,1150,43720
2316,LANZAROTE-CESAR MANRIQUE,12,2013,443682,4076,208952
2317,LEON,12,2013,2281,114,0
2318,LOGROÑO,12,2013,772,68,0
2319,MADRID-CUATRO VIENTOS,12,2013,152,2411,0
2320,MADRID-TORREJON,12,2013,0,0,0
2321,MALAGA-COSTA DEL SOL,12,2013,650213,5971,200848
2322,MELILLA,12,2013,25078,657,12578
2323,MENORCA,12,2013,54900,898,109170
2324,MURCIA-SAN JAVIER,12,2013,29116,319,19
2325,PALMA DE MALLORCA,12,2013,593763,5793,798541
2326,PAMPLONA,12,2013,8610,368,0
2327,REUS,12,2013,9033,812,0
2328,SABADELL,12,2013,223,2135,0
2329,SALAMANCA,12,2013,1044,299,0
2330,SAN SEBASTIAN,12,2013,16256,455,307
2331,SANTIAGO-ROSALIA DE CASTRO,12,2013,136217,1373,170122
2332,SEVE BALLESTEROS-SANTANDER,12,2013,46312,629,0
2333,SEVILLA,12,2013,255823,2977,420738
2334,SON BONET,12,2013,132,655,0
2335,TENERIFE NORTE-C. LA LAGUNA,12,2013,301103,4268,1117011
2336,TENERIFE SUR,12,2013,812236,5764,319659
2337,VALENCIA,12,2013,276446,3846,946847
2338,VALLADOLID,12,2013,15136,261,3150
2339,VIGO,12,2013,48706,814,43366
2340,VITORIA,12,2013,219,453,3183718
2341,ZARAGOZA,12,2013,31729,448,4907634
2342,A CORUÑA,1,2014,70373,1060,3880
2343,ADOLFO SUAREZ MADRID-BARAJAS,1,2014,2869248,25797,28584561
2344,ALBACETE,1,2014,227,70,0
2345,ALICANTE-ELCHE,1,2014,463550,3829,201352
2346,ALMERIA,1,2014,25226,567,518
2347,ASTURIAS,1,2014,66719,869,6894
2348,BADAJOZ,1,2014,4190,159,0
2349,BARCELONA-EL PRAT J.T.,1,2014,2100648,18364,7933236
2350,BILBAO,1,2014,230760,2870,245090
2351,BURGOS,1,2014,569,71,0
2352,CEUTA-HELIPUERTO,1,2014,51,19,0
2353,CORDOBA,1,2014,490,351,0
2354,EL HIERRO,1,2014,11130,296,8328
2355,FGL GRANADA-JAEN,1,2014,44001,682,856
2356,FUERTEVENTURA,1,2014,351060,3018,86207
2357,GIRONA-COSTA BRAVA,1,2014,59229,922,2890
2358,GRAN CANARIA,1,2014,966519,9318,1638794
2359,HUESCA-PIRINEOS,1,2014,4,46,0
2360,IBIZA,1,2014,96150,1408,108863
2361,JEREZ DE LA FRONTERA,1,2014,27575,2498,7171
2362,LA GOMERA,1,2014,1617,124,30
2363,LA PALMA,1,2014,70181,1165,58619
2364,LANZAROTE-CESAR MANRIQUE,1,2014,439378,3832,151983
2365,LEON,1,2014,1422,114,0
2366,LOGROÑO,1,2014,883,84,0
2367,MADRID-CUATRO VIENTOS,1,2014,88,1674,0
2368,MALAGA-COSTA DEL SOL,1,2014,588899,5662,158841
2369,MELILLA,1,2014,22261,671,11754
2370,MENORCA,1,2014,47988,874,82089
2371,MURCIA-SAN JAVIER,1,2014,25657,299,8
2372,PALMA DE MALLORCA,1,2014,550498,5588,750702
2373,PAMPLONA,1,2014,9090,295,19
2374,REUS,1,2014,8063,675,0
2375,SABADELL,1,2014,81,1826,0
2376,SALAMANCA,1,2014,1015,396,0
2377,SAN SEBASTIAN,1,2014,15359,350,42
2378,SANTIAGO-ROSALIA DE CASTRO,1,2014,120873,1261,151921
2379,SEVE BALLESTEROS-SANTANDER,1,2014,35328,526,0
2380,SEVILLA,1,2014,228237,2834,383101
2381,SON BONET,1,2014,69,484,0
2382,TENERIFE NORTE-C. LA LAGUNA,1,2014,267561,4149,888763
2383,TENERIFE SUR,1,2014,802554,5622,324866
2384,VALENCIA,1,2014,255289,3894,888508
2385,VALLADOLID,1,2014,10482,223,855
2386,VIGO,1,2014,43246,696,32780
2387,VITORIA,1,2014,371,477,3348153
2388,ZARAGOZA,1,2014,25512,460,5218064
2389,A CORUÑA,2,2014,66508,973,1636
2390,ADOLFO SUAREZ MADRID-BARAJAS,2,2014,2677736,23973,28754453
2391,ALBACETE,2,2014,141,54,0
2392,ALICANTE-ELCHE,2,2014,492724,3727,189956
2393,ALMERIA,2,2014,30488,697,760
2394,ASTURIAS,2,2014,65616,761,7160
2395,BADAJOZ,2,2014,2777,127,0
2396,BARCELONA-EL PRAT J.T.,2,2014,2140628,17609,7649930
2397,BILBAO,2,2014,235243,2796,210974
2398,BURGOS,2,2014,904,98,0
2399,CEUTA-HELIPUERTO,2,2014,49,19,0
2400,CORDOBA,2,2014,480,375,0
2401,EL HIERRO,2,2014,10233,290,6349
2402,FGL GRANADA-JAEN,2,2014,40508,681,1117
2403,FUERTEVENTURA,2,2014,336295,2787,79248
2404,GIRONA-COSTA BRAVA,2,2014,57669,994,18570
2405,GRAN CANARIA,2,2014,902335,8507,1552943
2406,HUESCA-PIRINEOS,2,2014,16,61,0
2407,IBIZA,2,2014,102387,1381,108763
2408,JEREZ DE LA FRONTERA,2,2014,28282,2264,102
2409,LA GOMERA,2,2014,1550,149,1
2410,LA PALMA,2,2014,64304,1057,56398
2411,LANZAROTE-CESAR MANRIQUE,2,2014,425373,3581,153710
2412,LEON,2,2014,1360,65,0
2413,LOGROÑO,2,2014,877,103,0
2414,MADRID-CUATRO VIENTOS,2,2014,59,1752,0
2415,MALAGA-COSTA DEL SOL,2,2014,636569,5606,176391
2416,MELILLA,2,2014,21881,616,10306
2417,MENORCA,2,2014,50828,829,79767
2418,MURCIA-SAN JAVIER,2,2014,27721,295,0
2419,PALMA DE MALLORCA,2,2014,589569,5427,752156
2420,PAMPLONA,2,2014,9927,397,5
2421,REUS,2,2014,8048,950,0
2422,SABADELL,2,2014,109,1929,0
2423,SALAMANCA,2,2014,1069,361,0
2424,SAN SEBASTIAN,2,2014,17037,361,34
2425,SANTIAGO-ROSALIA DE CASTRO,2,2014,111741,1147,158764
2426,SEVE BALLESTEROS-SANTANDER,2,2014,31641,457,268
2427,SEVILLA,2,2014,229831,2703,366039
2428,SON BONET,2,2014,112,679,0
2429,TENERIFE NORTE-C. LA LAGUNA,2,2014,243963,3778,1011011
2430,TENERIFE SUR,2,2014,772305,5085,301029
2431,VALENCIA,2,2014,257224,3744,1004569
2432,VALLADOLID,2,2014,11668,204,0
2433,VIGO,2,2014,43473,661,32121
2434,VITORIA,2,2014,879,435,3115957
2435,ZARAGOZA,2,2014,28949,479,5595334
2436,A CORUÑA,3,2014,81785,1261,1822
2437,ADOLFO SUAREZ MADRID-BARAJAS,3,2014,3224909,27572,32485271
2438,ALBACETE,3,2014,59,27,0
2439,ALGECIRAS-HELIPUERTO,3,2014,0,8,0
2440,ALICANTE-ELCHE,3,2014,641049,4552,230103
2441,ALMERIA,3,2014,46758,913,881
2442,ASTURIAS,3,2014,81460,926,5089
2443,BADAJOZ,3,2014,3442,160,0
2444,BARCELONA-EL PRAT J.T.,3,2014,2700188,20962,9107846
2445,BILBAO,3,2014,302735,3422,242081
2446,BURGOS,3,2014,1227,152,0
2447,CEUTA-HELIPUERTO,3,2014,229,67,0
2448,CORDOBA,3,2014,799,686,0
2449,EL HIERRO,3,2014,11198,305,5864
2450,FGL GRANADA-JAEN,3,2014,51325,859,818
2451,FUERTEVENTURA,3,2014,411954,3253,88039
2452,GIRONA-COSTA BRAVA,3,2014,74418,1081,1569
2453,GRAN CANARIA,3,2014,1036790,9684,1606746
2454,HUESCA-PIRINEOS,3,2014,5,69,0
2455,IBIZA,3,2014,144608,1710,128362
2456,JEREZ DE LA FRONTERA,3,2014,48912,3411,53
2457,LA GOMERA,3,2014,1880,125,66
2458,LA PALMA,3,2014,79121,1247,52641
2459,LANZAROTE-CESAR MANRIQUE,3,2014,506721,4169,163954
2460,LEON,3,2014,1952,106,0
2461,LOGROÑO,3,2014,1017,115,0
2462,MADRID-CUATRO VIENTOS,3,2014,226,3518,0
2463,MALAGA-COSTA DEL SOL,3,2014,848411,6900,208200
2464,MELILLA,3,2014,24528,676,10615
2465,MENORCA,3,2014,64802,930,87227
2466,MURCIA-SAN JAVIER,3,2014,38380,351,72
2467,PALMA DE MALLORCA,3,2014,887613,7479,837609
2468,PAMPLONA,3,2014,11276,419,31
2469,REUS,3,2014,10487,879,0
2470,SABADELL,3,2014,162,2330,0
2471,SALAMANCA,3,2014,1554,622,0
2472,SAN SEBASTIAN,3,2014,21864,488,25
2473,SANTIAGO-ROSALIA DE CASTRO,3,2014,143021,1398,168701
2474,SEVE BALLESTEROS-SANTANDER,3,2014,39599,617,0
2475,SEVILLA,3,2014,294518,3449,444805
2476,SON BONET,3,2014,72,605,0
2477,TENERIFE NORTE-C. LA LAGUNA,3,2014,291048,4359,1132432
2478,TENERIFE SUR,3,2014,884239,5756,415579
2479,VALENCIA,3,2014,322799,4187,998292
2480,VALLADOLID,3,2014,16391,310,0
2481,VIGO,3,2014,55127,825,36593
2482,VITORIA,3,2014,369,449,3867561
2483,ZARAGOZA,3,2014,35128,560,7745288
2484,A CORUÑA,4,2014,80714,1229,3094
2485,ADOLFO SUAREZ MADRID-BARAJAS,4,2014,3491682,28514,28195108
2486,ALBACETE,4,2014,10,10,0
2487,ALGECIRAS-HELIPUERTO,4,2014,0,0,0
2488,ALICANTE-ELCHE,4,2014,907495,6420,236044
2489,ALMERIA,4,2014,69848,1027,510
2490,ASTURIAS,4,2014,90913,1018,3284
2491,BADAJOZ,4,2014,3217,144,0
2492,BARCELONA-EL PRAT J.T.,4,2014,3178569,24305,8362078
2493,BILBAO,4,2014,353810,3689,224792
2494,BURGOS,4,2014,1705,191,1050
2495,CEUTA-HELIPUERTO,4,2014,251,76,0
2496,CORDOBA,4,2014,655,580,0
2497,EL HIERRO,4,2014,12129,306,5893
2498,FGL GRANADA-JAEN,4,2014,59735,896,17
2499,FUERTEVENTURA,4,2014,404833,3387,85659
2500,GIRONA-COSTA BRAVA,4,2014,210219,2045,6050
2501,GRAN CANARIA,4,2014,891021,8865,1557202
2502,HUESCA-PIRINEOS,4,2014,136,100,0
2503,IBIZA,4,2014,274790,3068,163826
2504,JEREZ DE LA FRONTERA,4,2014,66629,3611,25
2505,LA GOMERA,4,2014,2768,126,6
2506,LA PALMA,4,2014,74607,1270,50170
2507,LANZAROTE-CESAR MANRIQUE,4,2014,505547,4275,163325
2508,LEON,4,2014,2034,120,0
2509,LOGROÑO,4,2014,1078,89,0
2510,MADRID-CUATRO VIENTOS,4,2014,203,3032,0
2511,MALAGA-COSTA DEL SOL,4,2014,1281671,10060,170517
2512,MELILLA,4,2014,26500,701,10585
2513,MENORCA,4,2014,98263,1277,98121
2514,MURCIA-SAN JAVIER,4,2014,101669,858,72
2515,PALMA DE MALLORCA,4,2014,1701617,13670,909411
2516,PAMPLONA,4,2014,12034,430,0
2517,REUS,4,2014,43178,1187,0
2518,SABADELL,4,2014,198,2179,0
2519,SALAMANCA,4,2014,1642,382,0
2520,SAN SEBASTIAN,4,2014,18436,427,52
2521,SANTIAGO-ROSALIA DE CASTRO,4,2014,191944,1697,164372
2522,SEVE BALLESTEROS-SANTANDER,4,2014,80503,927,0
2523,SEVILLA,4,2014,372009,3815,807680
2524,SON BONET,4,2014,216,963,0
2525,TENERIFE NORTE-C. LA LAGUNA,4,2014,301062,4505,1164206
2526,TENERIFE SUR,4,2014,804663,5303,283902
2527,VALENCIA,4,2014,416307,4895,1087001
2528,VALLADOLID,4,2014,18763,345,40
2529,VIGO,4,2014,54045,762,42007
2530,VITORIA,4,2014,1034,445,3348691
2531,ZARAGOZA,4,2014,36087,562,8090055
2532,A CORUÑA,5,2014,81984,1340,5957
2533,ADOLFO SUAREZ MADRID-BARAJAS,5,2014,3544576,29936,29821750
2534,ALBACETE,5,2014,58,29,0
2535,ALGECIRAS-HELIPUERTO,5,2014,66,12,0
2536,ALICANTE-ELCHE,5,2014,974445,6875,229176
2537,ALMERIA,5,2014,73109,1122,1173
2538,ASTURIAS,5,2014,91342,1042,6817
2539,BADAJOZ,5,2014,4038,190,0
2540,BARCELONA-EL PRAT J.T.,5,2014,3397023,26506,8770328
2541,BILBAO,5,2014,344660,3712,248569
2542,BURGOS,5,2014,1326,204,0
2543,CEUTA-HELIPUERTO,5,2014,335,103,0
2544,CORDOBA,5,2014,785,708,0
2545,EL HIERRO,5,2014,12443,306,6346
2546,FGL GRANADA-JAEN,5,2014,55868,1013,479
2547,FUERTEVENTURA,5,2014,364875,3292,75111
2548,GIRONA-COSTA BRAVA,5,2014,235194,2332,6578
2549,GRAN CANARIA,5,2014,667778,7522,1674490
2550,HUESCA-PIRINEOS,5,2014,37,98,0
2551,IBIZA,5,2014,603830,5747,202693
2552,JEREZ DE LA FRONTERA,5,2014,78073,3853,0
2553,LA GOMERA,5,2014,2237,140,106
2554,LA PALMA,5,2014,65482,1277,49322
2555,LANZAROTE-CESAR MANRIQUE,5,2014,440584,3923,161879
2556,LEON,5,2014,1613,129,0
2557,LOGROÑO,5,2014,940,115,0
2558,MADRID-CUATRO VIENTOS,5,2014,368,3262,0
2559,MALAGA-COSTA DEL SOL,5,2014,1367205,10596,253709
2560,MELILLA,5,2014,27641,773,13405
2561,MENORCA,5,2014,221951,2158,121451
2562,MURCIA-SAN JAVIER,5,2014,129130,1038,26
2563,PALMA DE MALLORCA,5,2014,2500755,18825,1046817
2564,PAMPLONA,5,2014,12601,482,3533
2565,REUS,5,2014,104057,1655,0
2566,SABADELL,5,2014,240,2472,0
2567,SALAMANCA,5,2014,1280,625,0
2568,SAN SEBASTIAN,5,2014,23932,545,30020
2569,SANTIAGO-ROSALIA DE CASTRO,5,2014,184587,1782,179320
2570,SEVE BALLESTEROS-SANTANDER,5,2014,78080,1043,0
2571,SEVILLA,5,2014,386232,4268,409390
2572,SON BONET,5,2014,301,1181,0
2573,TENERIFE NORTE-C. LA LAGUNA,5,2014,294765,4465,1366336
2574,TENERIFE SUR,5,2014,641136,4332,262509
2575,VALENCIA,5,2014,407385,5081,972193
2576,VALLADOLID,5,2014,26106,370,2337
2577,VIGO,5,2014,59505,875,31728
2578,VITORIA,5,2014,536,478,3447990
2579,ZARAGOZA,5,2014,30344,602,6888049
2580,A CORUÑA,6,2014,88869,1348,3833
2581,ADOLFO SUAREZ MADRID-BARAJAS,6,2014,3719337,30089,28406700
2582,ALBACETE,6,2014,136,68,0
2583,ALGECIRAS-HELIPUERTO,6,2014,920,150,0
2584,ALICANTE-ELCHE,6,2014,1043328,7228,241577
2585,ALMERIA,6,2014,88431,1144,892
2586,ASTURIAS,6,2014,105467,1150,5002
2587,BADAJOZ,6,2014,3366,156,0
2588,BARCELONA-EL PRAT J.T.,6,2014,3716516,27360,8545506
2589,BILBAO,6,2014,384308,4023,247942
2590,BURGOS,6,2014,3076,445,0
2591,CEUTA-HELIPUERTO,6,2014,1554,286,0
2592,CORDOBA,6,2014,597,895,0
2593,EL HIERRO,6,2014,12180,282,6189
2594,FGL GRANADA-JAEN,6,2014,58568,1037,8
2595,FUERTEVENTURA,6,2014,372759,3202,76601
2596,GIRONA-COSTA BRAVA,6,2014,261767,2283,7230
2597,GRAN CANARIA,6,2014,698945,7504,1435572
2598,HUESCA-PIRINEOS,6,2014,2,71,0
2599,IBIZA,6,2014,917464,8392,225375
2600,JEREZ DE LA FRONTERA,6,2014,86032,3505,46
2601,LA GOMERA,6,2014,2782,146,97
2602,LA PALMA,6,2014,64691,1183,40818
2603,LANZAROTE-CESAR MANRIQUE,6,2014,477225,3974,179049
2604,LEON,6,2014,1430,126,0
2605,LOGROÑO,6,2014,903,125,0
2606,MADRID-CUATRO VIENTOS,6,2014,275,3175,0
2607,MALAGA-COSTA DEL SOL,6,2014,1434132,10881,241080
2608,MELILLA,6,2014,26734,712,12940
2609,MENORCA,6,2014,387011,3158,129807
2610,MURCIA-SAN JAVIER,6,2014,140902,1165,0
2611,PALMA DE MALLORCA,6,2014,3043884,21378,1082750
2612,PAMPLONA,6,2014,13446,695,2791
2613,REUS,6,2014,134095,2131,0
2614,SABADELL,6,2014,275,2533,0
2615,SALAMANCA,6,2014,1251,623,0
2616,SAN SEBASTIAN,6,2014,24015,564,44
2617,SANTIAGO-ROSALIA DE CASTRO,6,2014,196446,1771,171352
2618,SEVE BALLESTEROS-SANTANDER,6,2014,88476,1068,0
2619,SEVILLA,6,2014,352332,3879,447564
2620,SON BONET,6,2014,386,1271,0
2621,TENERIFE NORTE-C. LA LAGUNA,6,2014,317159,4458,1349211
2622,TENERIFE SUR,6,2014,626993,4102,231960
2623,VALENCIA,6,2014,433535,5220,987352
2624,VALLADOLID,6,2014,19328,500,5422
2625,VIGO,6,2014,63197,827,37871
2626,VITORIA,6,2014,73,506,3408345
2627,ZARAGOZA,6,2014,32572,669,5781004
2628,A CORUÑA,7,2014,95365,1478,2478
2629,ADOLFO SUAREZ MADRID-BARAJAS,7,2014,4065925,31332,31568153
2630,ALBACETE,7,2014,139,55,8500
2631,ALGECIRAS-HELIPUERTO,7,2014,552,108,0
2632,ALICANTE-ELCHE,7,2014,1204167,8300,232502
2633,ALMERIA,7,2014,104924,1192,995
2634,ASTURIAS,7,2014,119840,1402,9289
2635,BADAJOZ,7,2014,3829,174,0
2636,BARCELONA-EL PRAT J.T.,7,2014,4027571,29191,9061704
2637,BILBAO,7,2014,431773,4374,248875
2638,BURGOS,7,2014,3540,284,280
2639,CEUTA-HELIPUERTO,7,2014,1022,234,0
2640,CORDOBA,7,2014,578,580,0
2641,EL HIERRO,7,2014,14003,364,5862
2642,FGL GRANADA-JAEN,7,2014,59137,946,64
2643,FUERTEVENTURA,7,2014,442757,3729,82522
2644,GIRONA-COSTA BRAVA,7,2014,317116,2668,17905
2645,GRAN CANARIA,7,2014,784171,8160,1721146
2646,HUESCA-PIRINEOS,7,2014,6,112,0
2647,IBIZA,7,2014,1130866,10754,256407
2648,JEREZ DE LA FRONTERA,7,2014,92131,3596,0
2649,LA GOMERA,7,2014,2987,145,36
2650,LA PALMA,7,2014,73427,1318,35143
2651,LANZAROTE-CESAR MANRIQUE,7,2014,556053,4478,197551
2652,LEON,7,2014,2183,132,0
2653,LOGROÑO,7,2014,935,139,0
2654,MADRID-CUATRO VIENTOS,7,2014,189,3467,0
2655,MALAGA-COSTA DEL SOL,7,2014,1631370,12402,251209
2656,MELILLA,7,2014,28148,755,11605
2657,MENORCA,7,2014,496965,4115,165759
2658,MURCIA-SAN JAVIER,7,2014,160247,1340,0
2659,PALMA DE MALLORCA,7,2014,3452007,24381,1240111
2660,PAMPLONA,7,2014,17112,555,1464
2661,REUS,7,2014,156760,2164,700
2662,SABADELL,7,2014,346,2725,0
2663,SALAMANCA,7,2014,2202,640,0
2664,SAN SEBASTIAN,7,2014,22515,599,152
2665,SANTIAGO-ROSALIA DE CASTRO,7,2014,222214,1987,186190
2666,SEVE BALLESTEROS-SANTANDER,7,2014,101343,1085,12
2667,SEVILLA,7,2014,372136,3870,532418
2668,SON BONET,7,2014,309,1314,0
2669,TENERIFE NORTE-C. LA LAGUNA,7,2014,348137,4812,1382076
2670,TENERIFE SUR,7,2014,721685,4619,208502
2671,VALENCIA,7,2014,496328,5415,1080487
2672,VALLADOLID,7,2014,23180,646,4620
2673,VIGO,7,2014,70214,1039,33119
2674,VITORIA,7,2014,708,553,3711486
2675,ZARAGOZA,7,2014,48431,726,6757215
2676,A CORUÑA,8,2014,91850,1355,5777
2677,ADOLFO SUAREZ MADRID-BARAJAS,8,2014,3991250,29458,27743021
2678,ALBACETE,8,2014,54,24,0
2679,ALGECIRAS-HELIPUERTO,8,2014,2,10,0
2680,ALICANTE-ELCHE,8,2014,1212814,8169,165800
2681,ALMERIA,8,2014,97432,969,366
2682,ASTURIAS,8,2014,117350,1264,5935
2683,BADAJOZ,8,2014,3168,136,0
2684,BARCELONA-EL PRAT J.T.,8,2014,4243977,28964,7279032
2685,BILBAO,8,2014,423987,3955,174599
2686,BURGOS,8,2014,3484,284,0
2687,CEUTA-HELIPUERTO,8,2014,202,76,0
2688,CORDOBA,8,2014,380,450,0
2689,EL HIERRO,8,2014,15949,356,5811
2690,FGL GRANADA-JAEN,8,2014,54987,866,63
